Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,IMDb Votes,gap_between_netflix_release_and_release,Country Count,Language Count,is_hidden_gem,year_added
Mr. Nobody,,"Independent Dramas,Sci-Fi Dramas,Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,International Dramas,Sci-Fi & Fantasy,International Movies,International Sci-Fi & Fantasy,French Films,Romantic Films,Romantic Favorites","English, Mohawk",Movie,3.5,,> 2 hrs,Jaco Van Dormael,Jaco Van Dormael,"Linh Dan Pham, Diane Kruger, Sarah Polley, Jared Leto",R,7.8,68.0,63.0,11.0,6.0,,2013-09-26,2015-04-14,217003.0,565.0,1,2,False,2015
Mr. Beans Holiday,,"Family Features,Slapstick Comedies,Family Comedies,British Films,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 11 to 12","English, French, Spanish, Russian",Movie,2.9,,1-2 hour,Steve Bendelack,"Richard Curtis, Hamish McColl, Robin Driscoll, Simon McBurney, Rowan Atkinson","Preston Nyman, Steve Pemberton, Lily Atkinson, Rowan Atkinson",G,6.4,51.0,56.0,,2.0,,2007-08-24,2015-04-14,116272.0,2790.0,18,4,False,2015
Mud,,"Independent Dramas,Dramas,Independent Films",English,Movie,4.1,,> 2 hrs,Jeff Nichols,Jeff Nichols,"Reese Witherspoon, Tye Sheridan, Jacob Lofland, Matthew McConaughey",PG-13,7.4,97.0,76.0,15.0,39.0,,2013-05-10,2015-04-14,168907.0,704.0,1,1,False,2015
November Man,,"Action Thrillers,Spy Action & Adventure,Action & Adventure,Crime Action & Adventure,Mysteries,Crime Movies,Movies Based on Books,US Movies","English, Russian",Movie,2.3,,1-2 hour,Roger Donaldson,"Bill Granger, Karl Gajdusek, Michael Finch","Bill Smitrovich, Olga Kurylenko, Pierce Brosnan, Luke Bracey",R,6.3,36.0,38.0,,,,2014-08-27,2015-04-14,63683.0,230.0,11,2,False,2015
"Love, Now",,"Comedy Programmes,Drama Programmes,Romantic TV Comedies,Romantic TV Dramas,Chinese  Programmes,Taiwanese TV Programmes","Chinese, Hokkien",Series,8.8,,< 30 minutes,,,"Yun-ching Li, George Hu, Annie Chen, Mandy Tao",TV-Y,7.7,,,,,,2013-06-09,2015-04-14,121.0,674.0,19,2,False,2015
Legend of the Fist: The Return of Chen Zhen,,"Asian Action Films,International Movies,Action Thrillers,Comic Book and Superhero Films,Chinese Films,International Action & Adventure,Spy Action & Adventure,Martial Arts Films,Action & Adventure,Military Action & Adventure,Hong Kong Films","Mandarin, Cantonese, Japanese, English, French, German",Movie,2.7,,1-2 hour,Andrew Lau,"Frankie Tam, Koon-Nam Lui, Gordon Chan, Chi-Sing Cheung","Bo Huang, Anthony Chau-Sang Wong, Qi Shu, Donnie Yen",R,6.3,47.0,49.0,,4.0,,2010-09-21,2015-04-14,9808.0,1666.0,10,6,False,2015
Last Tango in Halifax,,"TV Dramas,TV Programmes,British TV Programmes,British TV Dramas,Romantic TV Dramas,Romantic Favorites",English,Series,6.4,,< 30 minutes,,Sally Wainwright,"Anne Reid, Derek Jacobi, Nicola Walker, Sarah Lancashire",TV-14,8.3,,,4.0,15.0,,2013-09-08,2015-04-14,5454.0,583.0,1,1,False,2015
Love Story,,"Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Tearjerkers,Classic Movies,Golden Globe Award-Winning Films,Romantic Favorites,Classic Dramas,Award-winning Dramas,Classic Romantic Films",English,Movie,3.7,,< 30 minutes,Arthur Hiller,Erich Segal,"Ali MacGraw, Ryan O'Neal, Ray Milland, John Marley",PG,6.9,67.0,84.0,10.0,16.0,,1970-12-16,2015-04-14,31237.0,16190.0,11,1,False,2015
Lovelace,,"Independent Dramas,Dramas,Independent Films,Showbiz Dramas,Biographical Dramas,Dramas based on real life,Films Based on Real Life",English,Movie,2.8,,1-2 hour,"Rob Epstein, Jeffrey Friedman",Andy Bellin,"Amanda Seyfried, Sharon Stone, Robert Patrick, Peter Sarsgaard",R,6.2,53.0,51.0,1.0,3.0,,2013-08-08,2015-04-14,38774.0,614.0,1,1,False,2015
Labyrinth,,"Family Adventures,Family Features,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12,Cult Films,Family Sci-Fi & Fantasy,Action & Adventure,Sci-Fi & Fantasy,Cult Sci-Fi & Fantasy,Adventures,Fantasy Movies",English,Movie,3.3,,1-2 hour,Jim Henson,"Dennis Lee, Jim Henson, Terry Jones","Jennifer Connelly, David Bowie, Toby Froud, Shelley Thompson",PG,7.4,72.0,50.0,,4.0,,1986-06-27,2015-04-14,124546.0,10518.0,5,1,False,2015
The Last Stand,,"Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies",English,Movie,3.0,,1-2 hour,Jee-woon Kim,Andrew Knauer,"Arnold Schwarzenegger, Arron Shiver, Richard Dillard, Titos Menchaca",R,6.3,61.0,54.0,1.0,2.0,,2013-01-18,2015-04-14,133396.0,816.0,3,1,False,2015
The Longest Yard,,"Football Films,Sports Comedies,Comedies,Late Night Comedies,Sports Films,US Movies",English,Movie,2.4,,1-2 hour,Peter Segal,"Sheldon Turner, Albert S. Ruddy, Tracy Keenan Wynn","Burt Reynolds, Adam Sandler, Nelly, Chris Rock",PG-13,6.4,31.0,48.0,3.0,17.0,,2005-05-27,2015-04-14,163224.0,3609.0,9,1,False,2015
Longmire,,"Crime TV Dramas,TV Dramas,TV Programmes,Crime TV Programmes","English, French",Series,4.2,,< 30 minutes,,"John Coveny, Hunt Baldwin","Cassidy Freeman, Lou Diamond Phillips, Robert Taylor, Katee Sackhoff",TV-14,8.3,,,4.0,5.0,,2012-06-03,2015-04-14,29243.0,1045.0,3,2,False,2015
Leprechaun,,"Horror Films,Cult Horror Films,Creature Features,Monster Films,Supernatural Horror Films,Cult Films,Comedies,Horror Comedies",English,Movie,1.4,,1-2 hour,Mark Jones,Mark Jones,"Mark Holton, Ken Olandt, Warwick Davis, Jennifer Aniston",R,4.8,21.0,17.0,1.0,1.0,,1993-01-08,2015-04-14,23744.0,8131.0,2,1,False,2015
The Unknown Known,,"Historical Documentaries,Political Documentaries,Biographical Documentaries,Documentaries,Documentary Films",English,Movie,6.7,,1-2 hour,Errol Morris,Errol Morris,"Errol Morris, Donald Rumsfeld",PG-13,7.1,82.0,69.0,2.0,9.0,,2014-01-16,2015-04-14,3935.0,453.0,1,1,False,2015
Well Done Abba,,"Indian Films,International Movies,Bollywood Films,Comedies,International Comedies,Movies Based on Books,Hindi-Language Movies",Hindi,Movie,7.6,,> 2 hrs,Shyam Benegal,"Jayant Kripalani, Jeelani Bano, Ashok Mishra, Sanjeev","Ila Arun, Sammir Dattani, Minissha Lamba, Boman Irani",,7.3,66.0,,1.0,3.0,,2010-03-26,2015-04-14,1719.0,1845.0,35,1,False,2015
Key of Life,,"Japanese Films,Asian Action Films,International Movies,International Action & Adventure,Action Comedies,International Comedies,Comedies,Action & Adventure,Crime Action & Adventure",Japanese,Movie,7.7,,> 2 hrs,Kenji Uchida,Kenji Uchida,"Masato Sakai, Ryôko Hirosue, Yoshiyoshi Arakawa, Teruyuki Kagawa",Not Rated,7.4,,,4.0,7.0,,2012-09-15,2015-04-14,1963.0,941.0,1,1,False,2015
Kicking and Screaming,,"Independent Films,Romantic Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films",English,Movie,3.3,,1-2 hour,Noah Baumbach,"Bo Berkman, Noah Baumbach","Jonathan Baumbach, Josh Hamilton, Catherine Kellner, Samuel Gould",R,6.8,57.0,75.0,,2.0,,1995-10-06,2015-04-14,11950.0,7130.0,35,1,False,2015
Kismat Konnection,,"International Movies,Romantic Comedies,Bollywood Films,Comedies,International Comedies,Romantic Films,Indian Movies,Hindi-Language Movies",Hindi,Movie,4.6,,> 2 hrs,Aziz Mirza,"Ashish Kariya, Rahila Mirza, Sai Kabir, Vibha Singh, Sanjay Chhel","Vishal Malhotra, Om Puri, Vidya Balan, Shahid Kapoor",,5.2,37.0,,,,,2008-07-18,2015-04-14,5249.0,2461.0,31,1,False,2015
King of Beggars,,"International Action & Adventure,Asian Action Films,International Movies,Action & Adventure,Chinese Films,Hong Kong Films",Cantonese,Movie,6.8,,1-2 hour,Gordon Chan,"Kin Chung Chan, Gordon Chan","Man Cheung, Norman Chu, Stephen Chow, Man-Tat Ng",TV-14,6.9,69.0,,,7.0,,1992-12-17,2015-04-14,3304.0,8153.0,1,1,False,2015
Kundo: Age of the Rampant,,"Dramas,Asian Action Films,International Dramas,International Movies,Korean Films,International Action & Adventure,Action & Adventure,Epics,Social Issue Dramas,Political Dramas,Period Pieces",Korean,Movie,6.9,,> 2 hrs,Jong-bin Yoon,"Jong-bin Yoon, Cheol-Hong Jeon","Sung-min Lee, Jung-woo Ha, Dong-won Gang, Cho Jin-woong",Not Rated,6.8,82.0,56.0,9.0,11.0,,2014-07-23,2015-04-14,3089.0,265.0,2,1,False,2015
Kon-Tiki,,"Dramas,Scandinavian Films,International Movies,Adventures,Dramas based on real life","Norwegian, English, French, Swedish, Spanish",Movie,3.6,,1-2 hour,"Joachim Rønning, Espen Sandberg",Petter Skavlan,"Anders Baasmo Christiansen, Pål Sverre Hagen, Tobias Santelmann, Gustaf Skarsgård",PG-13,7.2,81.0,62.0,12.0,14.0,,2013-04-26,2015-04-14,46123.0,718.0,1,5,False,2015
Vampire Knight,,"Anime,Anime Dramas,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Anime Horror Films,Japanese TV Programmes,Sci-Fi & Fantasy Anime,Romance Anime,TV Programmes Based on Manga,TV Horror",Japanese,Series,6.5,,< 30 minutes,,,"Yui Horie, Daisuke Kishio, Mamoru Miyano, Jun Fukuyama",TV-14,7.4,,,,,,2008-04-07,2015-04-14,4485.0,2563.0,20,1,False,2015
Kolya,,"Dramas,International Dramas,International Movies,Eastern European Films,Czech Movies,Political Dramas","Czech, Russian, Slovak",Movie,4.3,,1-2 hour,Jan Sverák,"Pavel Taussig, Zdenek Sverák","Ondrej Vetchý, Andrey Khalimon, Libuse Safránková, Zdenek Sverák",PG-13,7.8,96.0,,21.0,14.0,,1997-01-24,2015-04-14,14650.0,6654.0,1,3,False,2015
Kiss Me,,"Dramas,Romantic Dramas,Scandinavian Films,International Dramas,Gay & Lesbian Films,International Movies,Gay & Lesbian Dramas,Romantic Gay & Lesbian Films,Romantic Films",Swedish,Movie,3.6,,1-2 hour,Alexandra-Therese Keining,"Alexandra-Therese Keining, Josefine Tengblad","Lena Endre, Ruth Vega Fernandez, Krister Henriksson, Liv Mjönes",Not Rated,6.8,68.0,,3.0,2.0,,2011-07-29,2015-04-14,9680.0,1355.0,1,1,False,2015
Killing Season,,"Action Thrillers,Action & Adventure","English, Serbian",Movie,1.5,,1-2 hour,Mark Steven Johnson,Evan Daugherty,"Milo Ventimiglia, Robert De Niro, John Travolta, Elizabeth Olin",R,5.4,10.0,25.0,,,,2013-07-25,2015-04-14,35932.0,628.0,1,2,False,2015
Killing Them Softly,,"Thrillers,Gangster Films,Film Noir,Crime Thrillers,Dramas,Crime Movies,Crime Dramas,Movies Based on Books,Heist Movies",English,Movie,3.3,,1-2 hour,Andrew Dominik,"George V. Higgins, Andrew Dominik","James Gandolfini, Brad Pitt, Scoot McNairy, Ben Mendelsohn",R,6.2,73.0,64.0,3.0,9.0,,2012-11-30,2015-04-14,134226.0,865.0,3,1,False,2015
Khumba,,"Family Features,Animal Tales,Family Feature Animation,Family Comedies,African Films,Family Adventures,Children & Family Films,Films for ages 8 to 10,Comedies",English,Movie,4.6,,1-2 hour,Anthony Silverston,"Joe Vitale, Jonathan Roberts, Raffaella Delle Donne, Dave Bejoya, Anthony Silverston, Mike de Seve","Bryce Papenbrook, Jake T. Austin, Adrian Rhodes, Sam Riegel",Not Rated,5.7,44.0,40.0,4.0,3.0,,2013-10-25,2015-04-14,5592.0,536.0,2,1,False,2015
Katt Williams: Kattpacalypse,,"Stand-up Comedy,Comedies,Dark Comedies",English,Movie,7.5,,1-2 hour,Marcus Raboy,Katt Williams,Katt Williams,TV-MA,5.5,,,,,,2012-08-25,2015-04-14,575.0,962.0,13,1,False,2015
Katt Williams: American Hustle (The Movie),,"Stand-up Comedy,Comedies,African-American Stand-up Comedy,Dark Comedies,Irreverent Stand-Up Comedy",English,Movie,8.4,,1-2 hour,"James Yukich, Brit McAdams","Katt Williams, Brit McAdams, Nyima Funk","Cece Bell, Julie Brister, Chris Jai Alex, Da Brat",Not Rated,6.7,88.0,,,,,2007-10-26,2015-04-14,931.0,2727.0,15,1,False,2015
Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,,"Stand-up Comedy,Comedies",English,Movie,8.0,,1-2 hour,,"Mike Birbiglia, Joe Birbiglia",Mike Birbiglia,Unrated,7.7,,,,,,2008-02-09,2015-04-14,1644.0,2621.0,1,1,False,2015
Infernal Affairs,,"Dramas,Gangster Films,Asian Action Films,International Dramas,International Movies,Action Thrillers,Chinese Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure,Crime Dramas,Crime Movies,Thriller Movies,Crime Thrillers,Hong Kong Movies,International Thrillers","Cantonese, English, Thai",Movie,4.2,,1-2 hour,"Andrew Lau, Alan Mak","Felix Chong, Alan Mak","Tony Chiu-Wai Leung, Andy Lau, Eric Tsang, Anthony Chau-Sang Wong",R,8.0,94.0,75.0,24.0,26.0,,2002-12-12,2015-04-14,118008.0,4506.0,9,3,False,2015
Welcome to the Jungle,,"Action Comedies,Comedies,Action & Adventure,Adventures",English,Movie,1.6,,1-2 hour,Rob Meltzer,Jeff Kauffmann,"Adam Brody, Rob Huebel, Megan Boone, Jean-Claude Van Damme",Not Rated,4.9,22.0,25.0,1.0,,,2014-02-08,2015-04-14,12390.0,430.0,4,1,False,2015
Magic Beyond Words: The J.K. Rowling Story,,"Dramas,Dramas based on a book,Biographical Dramas,Dramas based on real life",English,Movie,6.3,,1-2 hour,Paul A. Kaufman,"Tony Caballero, Sean Smith, Jeffrey Berman","Antonio Cupo, Poppy Montgomery, Janet Kidder, Emily Holmes",TV-14,6.7,33.0,,4.0,11.0,,2011-07-18,2015-04-14,2318.0,1366.0,1,1,False,2015
Just Another Love Story,,"Dramas,Scandinavian Films,International Dramas,International Movies,Danish Movies",Danish,Movie,6.3,,1-2 hour,Ole Bornedal,Ole Bornedal,"Nikolaj Lie Kaas, Rebecka Hemse, Anders W. Berthelsen, Charlotte Fich",Not Rated,7.2,74.0,69.0,5.0,9.0,,2007-08-24,2015-04-14,4647.0,2790.0,1,1,False,2015
Tabloid Truth,,"Thrillers,International Movies,International Thrillers,Korean Films,Crime Thrillers,Mysteries",Korean,Movie,7.6,,> 2 hrs,Kwang-shik Kim,"Yoo-jin Kim, Kwang-shik Kim, Seong-gu Hwang","Lee Ji-Ha, Kang-woo Kim, Eui-sung Kim, Jin-young Jung",PG-13,6.3,50.0,,,1.0,,2014-02-20,2015-04-14,389.0,418.0,1,1,False,2015
As the Light Goes Out,,"Dramas,Asian Action Films,International Dramas,International Movies,Chinese Films,International Action & Adventure,Action & Adventure,Hong Kong Films,Action Thrillers","Cantonese, Mandarin",Movie,6.7,,1-2 hour,Chi-Kin Kwok,"Philip Yung, Lai-Yin Leung, Chi-Kin Kwok","Jun Hu, Shawn Yue, Simon Yam, Nicholas Tse",Not Rated,6.2,31.0,,3.0,11.0,,2014-01-02,2015-04-14,1151.0,467.0,21,2,False,2015
Joan Rivers: Dont Start with Me,,"Stand-up Comedy,Female Stand-up Comedy,Comedies,Dark Comedies",English,Movie,8.1,,1-2 hour,Scott L. Montoya,Joan Rivers,"Stacey McMichael, Joe Valentino, Mick Archer, Joan Rivers",TV-MA,6.6,,,,,,2012-11-15,2015-04-14,372.0,880.0,14,1,False,2015
"The Good, the Bad, the Weird",,"Asian Action Films,International Movies,Korean Films,International Action & Adventure,Action Comedies,International Comedies,Comedies,Adventures,Action & Adventure","Korean, Mandarin, Japanese",Movie,3.7,,> 2 hrs,Jee-woon Kim,"Min-suk Kim, Jee-woon Kim","Je-mun Yun, Lee Byung-Hun, Kang-ho Song, Jung Woo-sung",R,7.3,82.0,69.0,12.0,27.0,,2008-07-17,2015-04-14,33484.0,2462.0,1,3,False,2015
Chinese Zodiac,,"Asian Action Films,International Movies,Epics,Chinese Films,International Action & Adventure,Martial Arts Films,Adventures,Action & Adventure,Crime Action & Adventure,Crime Films,Heist Films,Hong Kong Films","English, Mandarin, French, Spanish, Russian",Movie,1.9,,1-2 hour,Jackie Chan,"Stanley Tong, Frankie Chan, Edward Tang, Jackie Chan","Max Huang, Oliver Platt, Qi Shu, Jackie Chan",PG-13,6.1,25.0,29.0,7.0,13.0,,2013-10-18,2015-04-14,21441.0,543.0,2,5,False,2015
Jackie Chans Project A,,"International Action & Adventure,Asian Action Films,International Movies,Action Thrillers,Martial Arts Films,Action & Adventure,Chinese Films","Cantonese, English",Movie,3.8,,1-2 hour,"Sammo Kam-Bo Hung, Jackie Chan","Jack Maeby, Edward Tang, Jackie Chan","Dick Wei, Sammo Kam-Bo Hung, Biao Yuen, Jackie Chan",PG-13,7.4,77.0,,1.0,3.0,,1983-12-22,2015-04-14,15150.0,11436.0,1,2,False,2015
Jab We Met,,"Romantic Comedies,Bollywood Movies,Comedies,Romantic Movies,Indian Movies,Hindi-Language Movies,Romantic Favorites",Hindi,Movie,4.2,,< 30 minutes,Imtiaz Ali,Imtiaz Ali,"Dara Singh, Shahid Kapoor, Kareena Kapoor, Tarun Arora",Not Rated,7.9,90.0,,13.0,19.0,,2007-10-26,2015-04-14,47845.0,2727.0,27,1,False,2015
Young and Beautiful,,"Independent Dramas,Dramas,Independent Films,International Dramas,International Movies,French Films,Steamy Dramas","French, German",Movie,3.4,,1-2 hour,François Ozon,François Ozon,"Fantin Ravat, Géraldine Pailhas, Marine Vacth, Frédéric Pierrot",Not Rated,6.7,73.0,63.0,3.0,7.0,,2014-04-25,2015-04-14,32546.0,354.0,3,2,False,2015
Ju-on: The Grudge,,"Japanese Films,Horror Films,International Movies,Supernatural Horror Films,Cult Horror Films,Cult Films",Japanese,Movie,2.9,,1-2 hour,Takashi Shimizu,Takashi Shimizu,"Misaki Itô, Yui Ichikawa, Megumi Okina, Misa Uehara",R,6.7,62.0,48.0,1.0,1.0,,2003-01-25,2015-04-14,41348.0,4462.0,1,1,False,2015
Joseph: King of Dreams,,"Faith & Spirituality,Kids Music,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Musicals,Films for ages 11 to 12,Kids Faith & Spirituality,Dramas,Family Features,Music & Musicals,Family Dramas",English,Movie,3.2,,1-2 hour,"Rob LaDuca, Robert C. Ramirez","Leon Joosen, Becky Cassady, Joe Stillman, Athanassios Vakalis, Francisco Avalos, Emanuela Cozzi, Raymond Singer, Marshall Goldberg, Eugenia Bostwick-Singer","Ben Affleck, Maureen McGovern, Richard Herd, Mark Hamill",Unrated,6.5,63.0,,2.0,5.0,,2000-11-07,2015-04-14,11207.0,5271.0,1,1,False,2015
Jobs,,"Dramas,20th Century Period Pieces,Biographical Dramas,Dramas based on real life,Movies Based on Real Life,US Movies",English,Movie,2.2,,> 2 hrs,Joshua Michael Stern,Matt Whiteley,"Dermot Mulroney, Ashton Kutcher, Lukas Haas, Josh Gad",PG-13,5.9,28.0,44.0,,2.0,,2013-08-16,2015-04-14,93802.0,606.0,5,1,False,2015
Jack Ryan: Shadow Recruit,,"Action Thrillers,Spy Action & Adventure,Action & Adventure,Blockbuster Action & Adventure,Action Movies,US Movies","English, Russian",Movie,2.9,,1-2 hour,Kenneth Branagh,"Tom Clancy, David Koepp, Adam Cozad","Kevin Costner, Keira Knightley, Chris Pine, Kenneth Branagh",PG-13,6.2,54.0,57.0,,3.0,,2014-01-17,2015-04-14,123356.0,452.0,23,2,False,2015
Jack Reacher,,"Gangster Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,Films Based on Books,Police Action & Adventure,Police Movies,US Movies,Crime Films,Crime Action,Action Movies",English,Movie,3.1,,> 2 hrs,Christopher McQuarrie,"Lee Child, Christopher McQuarrie","David Oyelowo, Rosamund Pike, Tom Cruise, Richard Jenkins",PG-13,7.0,64.0,50.0,1.0,6.0,,2012-12-21,2015-04-14,309776.0,844.0,17,1,False,2015
Jailbait,,"Independent Dramas,Dramas,Thrillers,Independent Films,Crime Thrillers,Independent Thrillers,Crime Dramas",English,Movie,5.4,,1-2 hour,Jared Cohn,Jared Cohn,"Sara Malakul Lane, Andray Johnson, Erin O'Brien, Steve Hanks",TV-MA,4.2,,,,,,2014-02-18,2015-04-14,3316.0,420.0,1,1,False,2015
Johnny Test,,"Kids TV for ages 8 to 10,Kids TV,Kids TV for ages 5 to 7,TV Cartoons,TV Programmes,Kids TV for ages 11 to 12",English,Series,4.0,,< 30 minutes,,"Scott Fellows, Chris Savino","Lee Tockar, James Arnold Taylor, Maryke Hendrikse, Ashleigh Ball",TV-Y7,5.0,46.0,,1.0,5.0,,2005-01-01,2015-04-14,6772.0,3755.0,36,1,False,2015
Sleepless in Seattle,,"Dramas,Romantic Dramas,Tearjerkers,Comedies,Romantic Favourites,Romantic Films,Romantic Comedies,Classic Dramas,Classic Romantic Movies,Classic Movies,Classic Comedies",English,Movie,3.6,,1-2 hour,Nora Ephron,"Nora Ephron, David S. Ward, Jeff Arch","Ross Malinger, Rita Wilson, Victor Garber, Tom Hanks",PG,6.8,75.0,72.0,4.0,19.0,,1993-06-25,2015-04-14,161292.0,7963.0,5,1,False,2015
I Give It a Year,,"Romantic Comedies,British Films,Comedies,Romantic Films",English,Movie,2.6,,1-2 hour,Dan Mazer,"Belled, Dan Mazer","Alex Macqueen, Stephen Merchant, Rose Byrne, Rafe Spall",R,5.7,51.0,50.0,1.0,1.0,,2013-02-08,2015-04-14,35662.0,795.0,1,1,False,2015
John Mulaney: New in Town,,"Stand-up Comedy,Comedies",English,Movie,6.8,,1-2 hour,"Jake Szymanski, Ryan Polito",John Mulaney,John Mulaney,TV-MA,8.3,100.0,,,,,2012-01-28,2015-04-14,5618.0,1172.0,1,1,False,2015
Indecent Proposal,,"Dramas,Romantic Dramas,Steamy Romantic Films,Dramas based on a book,Tearjerkers,Romantic Films,Romantic Favourites,Films Based on Books,Steamy Dramas,Steamy Romance,US Movies,Tear-jerking Romantic Movies",English,Movie,2.2,,1-2 hour,Adrian Lyne,"Amy Holden Jones, Jack Engelhard","Woody Harrelson, Seymour Cassel, Robert Redford, Demi Moore",R,6.0,35.0,35.0,7.0,8.0,,1993-04-07,2015-04-14,64192.0,8042.0,9,1,False,2015
Maid in Manhattan,,"Romantic Favourites,Romantic Comedies,Comedies,Romantic Films","English, French, Spanish",Movie,2.3,,1-2 hour,Wayne Wang,"Kevin Wade, John Hughes","Natasha Richardson, Ralph Fiennes, Jennifer Lopez, Stanley Tucci",PG-13,5.3,38.0,45.0,1.0,8.0,,2002-12-13,2015-04-14,84331.0,4505.0,4,3,False,2015
Inkaar,,"Dramas,Romantic Dramas,International Dramas,International Movies,Romantic Films,Indian Films,Hindi-language Films,Bollywood Films",Hindi,Movie,6.2,,> 2 hrs,Sudhir Mishra,Sudhir Mishra,"Chitrangda Singh, Vipin Sharma, Arjun Rampal, Mithun Rodwittiya",Not Rated,6.1,38.0,,,1.0,,2013-01-18,2015-04-14,2461.0,816.0,33,1,False,2015
Ilo Ilo,,"Dramas,International Dramas,International Movies,Social Issue Dramas,Independent Films,Singaporean Movies","Mandarin, Tagalog, English, Hokkien",Movie,7.1,,1-2 hour,Anthony Chen,Anthony Chen,"Jia Ler Koh, Tian Wen Chen, Angeli Bayani, Yann Yann Yeo",Not Rated,7.3,100.0,85.0,34.0,19.0,,2013-08-29,2015-04-14,4366.0,593.0,1,4,False,2015
I Am Ali,,"Martial Arts, Boxing & Wrestling,Sports Documentaries,Boxing Films,Sports & Fitness,British Films,Biographical Documentaries,Sports Films,Documentaries,Social & Cultural Docs,Historical Documentaries,Documentary Films",English,Movie,6.4,,1-2 hour,Clare Lewins,Clare Lewins,"Gene Kilroy, Odessa Clay, Muhammad Ali, Rahman Ali",PG,7.2,64.0,55.0,,2.0,,2014-11-28,2015-04-14,3610.0,137.0,8,1,False,2015
Nymphomaniac: Volume I,,"Independent Dramas,Dramas,Independent Films,Scandinavian Films,International Dramas,International Movies,Danish Movies",English,Movie,3.5,,1-2 hour,Lars von Trier,Lars von Trier,"Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Charlotte Gainsbourg",Not Rated,6.9,76.0,64.0,14.0,30.0,,2014-03-06,2015-04-14,116737.0,404.0,1,1,False,2015
